tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
537,55:15.0,04:12.0,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,42219,Customer,1969,0
215,57:08.8,00:44.0,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,42452,Customer,1969,0
485,58:00.0,06:05.5,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,31287,Customer,1969,0
569,16:43.6,26:13.5,3202,Newport PATH,40.7272235,-74.0337589,3213,Van Vorst Park,40.71848892,-74.04772663,25391,Subscriber,1986,1
391,25:42.7,32:14.3,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,39533,Subscriber,1970,1
68,31:00.6,32:09.1,3640,Journal Square,40.73367,-74.0625,3640,Journal Square,40.73367,-74.0625,44698,Customer,1969,0
447,32:36.7,40:03.7,3640,Journal Square,40.73367,-74.0625,3280,Astor Place,40.7192822,-74.07126188,42250,Customer,1969,0
248,35:17.7,39:26.7,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3213,Van Vorst Park,40.71848892,-74.04772663,45340,Customer,1969,0
195,40:56.1,44:11.1,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,45550,Subscriber,1977,1
559,49:45.0,59:04.0,3638,Washington St,40.7242941,-74.0354826,3276,Marin Light Rail,40.71458404,-74.04281706,42316,Subscriber,1990,2
1159,50:14.7,09:33.8,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,44872,Customer,1969,0
302,54:19.0,59:21.7,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,35361,Customer,1969,0
140,54:31.1,56:51.6,3194,McGinley Square,40.72533993,-74.06762213,3679,Bergen Ave,40.72210379,-74.071455,44403,Customer,1969,0
603,30:06.3,40:09.9,3640,Journal Square,40.73367,-74.0625,3640,Journal Square,40.73367,-74.0625,27508,Customer,1969,0
1203,39:27.8,59:31.6,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,45372,Customer,1969,0
142,50:00.5,52:22.7,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42343,Customer,1969,0
606,53:53.6,04:00.0,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3202,Newport PATH,40.7272235,-74.0337589,32531,Customer,1969,0
192,54:19.7,57:32.2,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,39839,Customer,1969,0
1394,12:46.5,36:01.0,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,43467,Customer,1969,0
288,13:17.4,18:06.3,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,45372,Customer,1969,0
311,22:22.4,27:33.7,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458404,-74.04281706,44664,Subscriber,1980,1
2427,31:11.7,11:39.0,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,47256,Customer,1969,0
2428,31:14.6,11:42.7,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,44415,Customer,1969,0
1083,40:55.8,58:58.9,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42120,Customer,1969,0
129288,32:45.9,27:33.9,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3267,Morris Canal,40.71241882,-74.03852552,42601,Customer,1969,0
165,45:17.9,48:03.2,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,44505,Customer,1969,0
78,52:40.2,53:58.6,3186,Grove St PATH,40.71958612,-74.04311746,3185,City Hall,40.7177325,-74.043845,41697,Customer,1969,0
324,53:58.6,59:23.1,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,45959,Customer,1969,0
505,54:20.8,02:46.8,3185,City Hall,40.7177325,-74.043845,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,46935,Customer,1969,0
179,04:25.7,07:25.4,3276,Marin Light Rail,40.71458404,-74.04281706,3185,City Hall,40.7177325,-74.043845,42494,Subscriber,1990,2
754,17:11.8,29:45.9,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,40709,Customer,1969,0
191,20:33.1,23:45.0,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,45550,Customer,1969,0
1003,26:17.3,43:00.8,3694,Jackson Square,40.71113,-74.0789,3184,Paulus Hook,40.7141454,-74.0335519,30619,Customer,1969,0
144,28:24.8,30:48.9,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,39839,Customer,1969,0
1311,35:25.3,57:17.3,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3481,York St,40.71649,-74.04105,45352,Customer,1969,0
196,44:16.4,47:32.6,3481,York St,40.71649,-74.04105,3186,Grove St PATH,40.71958612,-74.04311746,42432,Subscriber,1980,2
129,46:57.7,49:06.8,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,44381,Customer,1969,0
340,52:06.4,57:46.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3205,JC Medical Center,40.71653978,-74.04963791,26703,Customer,1969,0
192,15:55.2,19:08.1,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,43139,Customer,1969,0
201,19:10.9,22:32.1,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,27655,Customer,1969,0
414,25:14.5,32:08.8,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,44418,Customer,1969,0
533,27:17.6,36:10.8,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,40866,Subscriber,1962,1
465,27:22.0,35:07.2,3278,Monmouth and 6th,40.72568548,-74.04879034,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42177,Customer,1969,0
509,27:34.7,36:03.9,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,46382,Subscriber,1969,1
118,31:39.2,33:37.4,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,30053,Customer,1969,0
218,35:40.1,39:18.4,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,43803,Customer,1969,0
1003,35:56.2,52:40.1,3193,Lincoln Park,40.7246051,-74.07840595,3276,Marin Light Rail,40.71458404,-74.04281706,45940,Customer,1969,0
4249,49:21.8,00:11.0,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42120,Customer,1969,0
371,49:52.0,56:03.7,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,43803,Customer,1969,0
1007,59:16.5,16:03.5,3677,Glenwood Ave,40.72755147,-74.07106072,3192,Liberty Light Rail,40.7112423,-74.0557013,38392,Subscriber,1996,2
421,00:05.3,07:06.5,3267,Morris Canal,40.71241882,-74.03852552,3681,Grand St,40.71517768,-74.03768331,42153,Customer,1969,0
741,02:15.2,14:36.2,3205,JC Medical Center,40.71653978,-74.04963791,3199,Newport Pkwy,40.7287448,-74.0321082,26703,Customer,1969,0
684,06:21.7,17:46.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3211,Newark Ave,40.72152515,-74.04630454,24987,Customer,1969,0
818,08:10.9,21:48.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3211,Newark Ave,40.72152515,-74.04630454,39329,Customer,1969,0
314,19:34.3,24:48.9,3205,JC Medical Center,40.71653978,-74.04963791,3192,Liberty Light Rail,40.7112423,-74.0557013,44229,Customer,1969,0
687,23:56.8,35:24.2,3272,Jersey & 3rd,40.72333159,-74.04595256,3214,Essex Light Rail,40.7127742,-74.0364857,42174,Customer,1969,0
3211,30:30.5,24:02.4,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,42593,Subscriber,1996,2
997,31:26.7,48:03.9,3639,Harborside,40.7192517,-74.034234,3194,McGinley Square,40.72533993,-74.06762213,28012,Customer,1969,0
606,32:32.5,42:38.6,3209,Brunswick St,40.7241765,-74.0506564,3275,Columbus Drive,40.7183552,-74.03891444,48922,Customer,1969,0
349,34:05.7,39:55.5,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,43416,Customer,1969,0
354,46:32.1,52:26.5,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,46627,Customer,1969,0
233,47:05.9,50:58.9,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,39533,Subscriber,1960,1
395,50:55.2,57:31.0,3207,Oakland Ave,40.7376037,-74.0524783,3640,Journal Square,40.73367,-74.0625,26469,Subscriber,1984,1
504,52:22.3,00:47.2,3639,Harborside,40.7192517,-74.034234,3279,Dixon Mills,40.72163014,-74.04996783,43543,Customer,1969,0
652,57:05.2,07:58.1,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,35155,Subscriber,1983,1
487,57:50.5,05:57.8,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,46627,Customer,1969,0
1810,58:03.3,28:14.1,3199,Newport Pkwy,40.7287448,-74.0321082,3280,Astor Place,40.7192822,-74.07126188,42159,Customer,1969,0
478,59:19.1,07:17.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,45261,Subscriber,1988,1
408,06:14.1,13:02.2,3276,Marin Light Rail,40.71458404,-74.04281706,3481,York St,40.71649,-74.04105,48913,Customer,1969,0
354254,11:25.5,35:39.6,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3195,Sip Ave,40.7308971,-74.06391263,42177,Customer,1969,0
210,16:13.6,19:44.2,3681,Grand St,40.71517768,-74.03768331,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,34048,Customer,1969,0
307,18:30.9,23:38.2,3280,Astor Place,40.7192822,-74.07126188,3678,Fairmount Ave,40.72572614,-74.07195926,42453,Customer,1969,0
93,22:33.7,24:07.0,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,44895,Subscriber,1998,1
199,27:21.3,30:41.2,3186,Grove St PATH,40.71958612,-74.04311746,3483,Montgomery St,40.71942,-74.05099,45550,Customer,1969,0
287,28:01.3,32:48.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3211,Newark Ave,40.72152515,-74.04630454,48739,Customer,1969,0
560,28:36.1,37:56.3,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3268,Lafayette Park,40.71346383,-74.06285852,45372,Customer,1969,0
602,39:25.7,49:28.2,3209,Brunswick St,40.7241765,-74.0506564,3681,Grand St,40.71517768,-74.03768331,40168,Customer,1969,0
194,40:29.0,43:43.6,3187,Warren St,40.7211236,-74.03805095,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,28583,Customer,1969,0
166,46:48.0,49:34.7,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,43634,Customer,1969,0
247,52:36.5,56:43.9,3268,Lafayette Park,40.71346383,-74.06285852,3192,Liberty Light Rail,40.7112423,-74.0557013,45372,Subscriber,1987,2
173,53:44.8,56:38.0,3639,Harborside,40.7192517,-74.034234,3184,Paulus Hook,40.7141454,-74.0335519,44895,Customer,1969,0
150,55:47.3,58:18.1,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,42219,Customer,1969,0
839,58:22.2,12:22.2,3272,Jersey & 3rd,40.72333159,-74.04595256,3639,Harborside,40.7192517,-74.034234,32540,Customer,1988,1
475,02:07.4,10:03.2,3202,Newport PATH,40.7272235,-74.0337589,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,46079,Customer,1969,0
202,07:23.5,10:45.8,3269,Brunswick & 6th,40.72601173,-74.05038893,3272,Jersey & 3rd,40.72333159,-74.04595256,41244,Customer,1969,0
200,11:50.5,15:11.0,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.7177325,-74.043845,40988,Customer,1969,0
944,14:41.9,30:26.9,3185,City Hall,40.7177325,-74.043845,3195,Sip Ave,40.7308971,-74.06391263,47257,Customer,1969,0
2877,18:46.3,06:43.6,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,33652,Customer,1969,0
471,24:24.7,32:16.2,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,46030,Customer,1969,0
473,28:26.9,36:20.0,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3213,Van Vorst Park,40.71848892,-74.04772663,43974,Customer,1969,0
233,29:16.7,33:10.4,3273,Manila & 1st,40.72165072,-74.04288411,3269,Brunswick & 6th,40.72601173,-74.05038893,46226,Customer,1969,0
367,31:01.2,37:08.7,3681,Grand St,40.71517768,-74.03768331,3202,Newport PATH,40.7272235,-74.0337589,27102,Customer,1969,0
446,40:26.4,47:53.3,3203,Hamilton Park,40.72759597,-74.04424731,3638,Washington St,40.7242941,-74.0354826,42120,Customer,1969,0
2517,41:32.9,23:30.2,3279,Dixon Mills,40.72163014,-74.04996783,3279,Dixon Mills,40.72163014,-74.04996783,43543,Customer,1969,0
2518,41:37.7,23:36.3,3279,Dixon Mills,40.72163014,-74.04996783,3279,Dixon Mills,40.72163014,-74.04996783,40756,Customer,1969,0
348,46:33.0,52:21.1,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,38515,Subscriber,1980,1
501,46:37.5,54:59.1,3639,Harborside,40.7192517,-74.034234,3187,Warren St,40.7211236,-74.03805095,42343,Subscriber,1981,1
936,58:26.1,14:02.6,3678,Fairmount Ave,40.72572614,-74.07195926,3186,Grove St PATH,40.71958612,-74.04311746,43803,Customer,1969,0
462,02:57.3,10:39.3,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,44872,Customer,1969,0
640,03:10.3,13:50.3,3202,Newport PATH,40.7272235,-74.0337589,3483,Montgomery St,40.71942,-74.05099,42161,Customer,1969,0
687,08:07.1,19:34.4,3207,Oakland Ave,40.7376037,-74.0524783,3211,Newark Ave,40.72152515,-74.04630454,27705,Customer,1969,0
138,08:14.7,10:33.3,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,25391,Subscriber,1977,1
562,19:55.4,29:17.9,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,46627,Customer,1969,0
454,22:33.5,30:08.0,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,42293,Customer,1969,0
366,27:25.6,33:31.9,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,34333,Customer,1969,0
780,28:09.5,41:10.5,3211,Newark Ave,40.72152515,-74.04630454,3195,Sip Ave,40.7308971,-74.06391263,45256,Customer,1969,0
942,33:32.3,49:15.3,3678,Fairmount Ave,40.72572614,-74.07195926,3276,Marin Light Rail,40.71458404,-74.04281706,42453,Customer,1969,0
802,34:02.1,47:24.8,3185,City Hall,40.7177325,-74.043845,3678,Fairmount Ave,40.72572614,-74.07195926,32575,Customer,1969,0
1991,36:36.8,09:47.9,3193,Lincoln Park,40.7246051,-74.07840595,3199,Newport Pkwy,40.7287448,-74.0321082,47198,Customer,1969,0
530,40:09.6,48:59.6,3202,Newport PATH,40.7272235,-74.0337589,3184,Paulus Hook,40.7141454,-74.0335519,42293,Customer,1969,0
411,45:42.6,52:34.0,3275,Columbus Drive,40.7183552,-74.03891444,3202,Newport PATH,40.7272235,-74.0337589,29564,Customer,1969,0
1383,46:00.8,09:03.9,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,46627,Customer,1969,0
1848,48:31.5,19:19.9,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.71241882,-74.03852552,44394,Customer,1969,0
710,48:51.9,00:42.1,3269,Brunswick & 6th,40.72601173,-74.05038893,3638,Washington St,40.7242941,-74.0354826,46226,Customer,1969,0
420,49:19.4,56:20.2,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,44687,Customer,1969,0
664,50:48.3,01:52.5,3195,Sip Ave,40.7308971,-74.06391263,3210,Pershing Field,40.74267714,-74.05178863,34333,Customer,1969,0
307,54:57.3,00:04.7,3276,Marin Light Rail,40.71458404,-74.04281706,3279,Dixon Mills,40.72163014,-74.04996783,42141,Customer,1969,0
571,59:40.8,09:12.5,3280,Astor Place,40.7192822,-74.07126188,3211,Newark Ave,40.72152515,-74.04630454,42250,Customer,1969,0
292,01:18.6,06:11.2,3272,Jersey & 3rd,40.72333159,-74.04595256,3275,Columbus Drive,40.7183552,-74.03891444,41244,Customer,1969,0
1303,02:11.5,23:54.8,3195,Sip Ave,40.7308971,-74.06391263,3191,Union St,40.7182113,-74.0836394,46030,Customer,1969,0
793,07:42.9,20:56.4,3210,Pershing Field,40.74267714,-74.05178863,3205,JC Medical Center,40.71653978,-74.04963791,34333,Customer,1969,0
409,10:37.1,17:26.8,3209,Brunswick St,40.7241765,-74.0506564,3275,Columbus Drive,40.7183552,-74.03891444,45138,Customer,1969,0
2164,13:28.7,49:32.9,3278,Monmouth and 6th,40.72568548,-74.04879034,3272,Jersey & 3rd,40.72333159,-74.04595256,42108,Customer,1969,0
284,24:26.5,29:11.1,3212,Christ Hospital,40.73478582,-74.05044364,3210,Pershing Field,40.74267714,-74.05178863,47252,Customer,1969,0
367,27:19.5,33:26.5,3212,Christ Hospital,40.73478582,-74.05044364,3640,Journal Square,40.73367,-74.0625,38674,Customer,1969,0
1437,28:28.9,52:26.1,3195,Sip Ave,40.7308971,-74.06391263,3195,Sip Ave,40.7308971,-74.06391263,47257,Customer,1969,0
482,32:32.1,40:34.2,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,45256,Subscriber,1959,1
834,32:42.5,46:36.5,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3211,Newark Ave,40.72152515,-74.04630454,32971,Customer,1969,0
984,45:23.1,01:47.8,3269,Brunswick & 6th,40.72601173,-74.05038893,3269,Brunswick & 6th,40.72601173,-74.05038893,40093,Customer,1969,0
284,47:55.6,52:39.7,3210,Pershing Field,40.74267714,-74.05178863,3212,Christ Hospital,40.73478582,-74.05044364,47252,Customer,1969,0
482,52:05.7,00:08.6,3677,Glenwood Ave,40.72755147,-74.07106072,3195,Sip Ave,40.7308971,-74.06391263,34039,Customer,1969,0
140,54:21.2,56:42.0,3272,Jersey & 3rd,40.72333159,-74.04595256,3278,Monmouth and 6th,40.72568548,-74.04879034,42108,Customer,1969,0
2129,03:52.2,39:21.8,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3225,Baldwin at Montgomery,40.7236589,-74.0641943,46627,Subscriber,1989,1
1662,10:35.2,38:17.8,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,31659,Customer,1969,0
337,12:37.0,18:14.1,3214,Essex Light Rail,40.7127742,-74.0364857,3213,Van Vorst Park,40.71848892,-74.04772663,42890,Customer,1969,0
752,12:47.0,25:20.0,3213,Van Vorst Park,40.71848892,-74.04772663,3184,Paulus Hook,40.7141454,-74.0335519,45683,Customer,1969,0
294,20:12.0,25:06.7,3185,City Hall,40.7177325,-74.043845,3187,Warren St,40.7211236,-74.03805095,42160,Customer,1969,0
385,21:06.4,27:32.1,3275,Columbus Drive,40.7183552,-74.03891444,3203,Hamilton Park,40.72759597,-74.04424731,48922,Customer,1969,0
370,22:01.6,28:11.9,3213,Van Vorst Park,40.71848892,-74.04772663,3214,Essex Light Rail,40.7127742,-74.0364857,42890,Customer,1969,0
343,23:45.3,29:29.1,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,43693,Customer,1969,0
950,26:58.3,42:48.8,3280,Astor Place,40.7192822,-74.07126188,3211,Newark Ave,40.72152515,-74.04630454,43507,Subscriber,1960,1
626,27:29.1,37:55.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3279,Dixon Mills,40.72163014,-74.04996783,42277,Customer,1969,0
424,29:55.5,37:00.1,3273,Manila & 1st,40.72165072,-74.04288411,3269,Brunswick & 6th,40.72601173,-74.05038893,44358,Subscriber,1968,1
4588,31:29.6,47:58.0,3194,McGinley Square,40.72533993,-74.06762213,3196,Riverview Park,40.7443187,-74.0439909,28012,Customer,1969,0
880,32:07.1,46:47.1,3681,Grand St,40.71517768,-74.03768331,3199,Newport Pkwy,40.7287448,-74.0321082,42525,Customer,1969,0
1333,32:20.9,54:34.3,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,45198,Customer,1969,0
723,35:33.7,47:37.0,3187,Warren St,40.7211236,-74.03805095,3275,Columbus Drive,40.7183552,-74.03891444,48932,Customer,1969,0
1086,37:02.2,55:08.7,3639,Harborside,40.7192517,-74.034234,3205,JC Medical Center,40.71653978,-74.04963791,39147,Customer,1969,0
1065,37:33.4,55:18.5,3639,Harborside,40.7192517,-74.034234,3205,JC Medical Center,40.71653978,-74.04963791,33433,Customer,1969,0
780,41:17.0,54:17.0,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,45372,Subscriber,1961,1
981,45:06.6,01:28.0,3185,City Hall,40.7177325,-74.043845,3275,Columbus Drive,40.7183552,-74.03891444,41697,Customer,1969,0
211,48:02.9,51:34.5,3268,Lafayette Park,40.71346383,-74.06285852,3192,Liberty Light Rail,40.7112423,-74.0557013,44556,Customer,1969,0
398,49:56.8,56:35.0,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,44358,Subscriber,1968,1
256,54:40.1,58:56.6,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,25391,Customer,1969,0
455,57:07.3,04:42.9,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,44505,Subscriber,1988,1
168,02:49.5,05:38.4,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42141,Customer,1969,0
366,05:21.8,11:28.7,3280,Astor Place,40.7192822,-74.07126188,3194,McGinley Square,40.72533993,-74.06762213,47254,Customer,1969,0
641,08:49.9,19:31.9,3199,Newport Pkwy,40.7287448,-74.0321082,3681,Grand St,40.71517768,-74.03768331,38470,Customer,1969,0
1029,11:57.5,29:06.8,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,44415,Customer,1969,0
839,13:22.8,27:21.9,3194,McGinley Square,40.72533993,-74.06762213,3210,Pershing Field,40.74267714,-74.05178863,41002,Customer,1969,0
159,13:37.6,16:16.9,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,32540,Customer,1969,0
1040,15:11.8,32:32.2,3185,City Hall,40.7177325,-74.043845,3199,Newport Pkwy,40.7287448,-74.0321082,44731,Customer,1969,0
673,17:44.7,28:58.7,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,45543,Subscriber,1989,1
513,18:22.2,26:55.4,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3185,City Hall,40.7177325,-74.043845,46627,Customer,1969,0
303,19:57.5,25:01.4,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,42423,Subscriber,1991,1
2908,28:11.5,16:40.3,3193,Lincoln Park,40.7246051,-74.07840595,3678,Fairmount Ave,40.72572614,-74.07195926,44687,Subscriber,1993,1
1796,32:24.0,02:21.0,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,43352,Customer,1969,0
1865,34:14.1,05:19.2,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,44229,Customer,1969,0
507,35:39.8,44:07.6,3206,Hilltop,40.7311689,-74.0575736,3203,Hamilton Park,40.72759597,-74.04424731,41400,Customer,1969,0
418,35:40.1,42:38.6,3202,Newport PATH,40.7272235,-74.0337589,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,44319,Customer,1969,0
278,36:30.7,41:08.9,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,47257,Subscriber,1966,1
160,40:01.4,42:41.9,3214,Essex Light Rail,40.7127742,-74.0364857,3267,Morris Canal,40.71241882,-74.03852552,44744,Customer,1969,0
647,40:57.7,51:45.5,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3681,Grand St,40.71517768,-74.03768331,29072,Customer,1969,0
546,41:39.3,50:46.2,3272,Jersey & 3rd,40.72333159,-74.04595256,3681,Grand St,40.71517768,-74.03768331,43361,Subscriber,1984,2
401,45:35.1,52:16.2,3203,Hamilton Park,40.72759597,-74.04424731,3199,Newport Pkwy,40.7287448,-74.0321082,29731,Customer,1991,1
301,45:51.0,50:52.9,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,44920,Customer,1969,0
179,47:50.5,50:50.2,3640,Journal Square,40.73367,-74.0625,3206,Hilltop,40.7311689,-74.0575736,44698,Customer,1969,0
315,47:54.9,53:10.6,3187,Warren St,40.7211236,-74.03805095,3270,Jersey & 6th St,40.72528911,-74.04557168,42343,Customer,1969,0
325,49:01.8,54:27.6,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,44872,Customer,1969,0
200,50:31.2,53:52.1,3481,York St,40.71649,-74.04105,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,41369,Customer,1969,0
329,51:33.9,57:03.6,3275,Columbus Drive,40.7183552,-74.03891444,3202,Newport PATH,40.7272235,-74.0337589,45138,Customer,1969,0
2439,51:45.4,32:25.0,3206,Hilltop,40.7311689,-74.0575736,3187,Warren St,40.7211236,-74.03805095,31794,Customer,1969,0
223,51:47.5,55:30.7,3186,Grove St PATH,40.71958612,-74.04311746,3481,York St,40.71649,-74.04105,43139,Subscriber,1980,2
187,52:19.3,55:26.4,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458404,-74.04281706,44723,Customer,1969,0
4015,54:52.7,01:48.5,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3638,Washington St,40.7242941,-74.0354826,41369,Customer,1986,1
137,55:25.9,57:43.5,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,45543,Subscriber,1989,1
1273,56:10.4,17:24.3,3273,Manila & 1st,40.72165072,-74.04288411,3273,Manila & 1st,40.72165072,-74.04288411,43824,Customer,1969,0
